user_id,item_id,time
7395,1395,1401062400
16802,2042,1385942400
16802,8510,1387497600
16802,4305,1333584000
16802,5858,1349481600
10208,2588,1384819200
10208,2511,1384819200
10208,2655,1358294400
7050,9696,1387152000
7050,6931,1370563200
7050,638,1386201600
7050,6291,1359590400
9387,1142,1331424000
9387,1739,1330128000
9387,6398,1374278400
9387,7497,1373673600
4258,5075,1366156800
4258,5179,1366156800
4258,5223,1366156800
4258,7426,1382918400
4258,5099,1366156800
4258,4708,1381276800
4258,7125,1380499200
4258,5169,1366156800
4258,2594,1379289600
4258,343,1380499200
4258,5649,1380499200
4258,5251,1380412800
4258,5036,1366156800
4258,5805,1380499200
4258,6087,1380412800
4258,7857,1380412800
4258,6708,1383868800
4258,5373,1380499200
4258,5563,1380499200
4406,1181,1305244800
4406,2360,1305417600
4406,4512,1334620800
21452,3726,1373587200
21452,3341,1348617600
21452,4455,1372982400
21452,3372,1353628800
21452,4230,1351209600
13486,2864,1374192000
13486,1480,1374192000
13486,2638,1374192000
13486,6120,1374192000
13486,4376,1374192000
13486,7971,1374192000
7878,7224,1381795200
7878,757,1380585600
7878,6601,1380585600
7878,6916,1380585600
7878,6473,1380585600
778,3667,1347753600
778,613,1285459200
778,70,1209600000
778,250,1347062400
778,4212,1347753600
15135,8703,1383609600
15135,3209,1404086400
15135,10145,1399248000
15135,4690,1365379200
15135,8811,1381190400
15135,4534,1395273600
15135,2700,1311811200
15135,1698,1305590400
3104,9100,1384646400
3104,6964,1357257600
3104,10304,1400630400
3104,5977,1352678400
3104,2160,1369267200
3104,9107,1404172800
3104,5555,1352678400
3104,2102,1342656000
3104,6755,1358985600
3104,1299,1302652800
3104,9866,1400457600
3104,10168,1401667200
3104,8396,1405036800
3104,1294,1302220800
3104,7940,1372118400
3104,253,1357257600
3104,1150,1285632000
27092,7638,1374105600
27092,9026,1384992000
27092,6629,1402444800
27092,8852,1394150400
8546,6707,1404172800
8546,843,1404172800
8546,5858,1357344000
13037,5068,1357603200
13037,4055,1357776000
13037,2825,1357516800
7674,10021,1403740800
7674,10224,1404345600
7674,10133,1404345600
7674,2371,1403740800
7674,725,1404345600
7674,6197,1404345600
7674,6535,1403740800
7674,9485,1403740800
15047,4592,1357171200
15047,3168,1360713600
15047,2208,1373500800
15047,1675,1370304000
15047,5692,1373846400
26731,9177,1397347200
26731,8651,1397347200
26731,8037,1397347200
26731,7241,1381536000
26731,7425,1397347200
26731,9298,1397347200
23492,7972,1387324800
23492,7598,1396483200
23492,7733,1397001600
23492,7423,1376006400
23492,8164,1387324800
3309,5059,1360540800
3309,5390,1358035200
3309,8023,1378857600
3309,4971,1376438400
3309,5687,1358035200
13644,2616,1328054400
13644,9137,1390953600
13644,7056,1365552000
13644,7296,1369612800
13644,6808,1375056000
13644,5732,1349222400
13644,9324,1392854400
13644,1510,1300233600
13644,4438,1383264000
13644,9106,1383264000
13644,7357,1372377600
15290,1877,1404345600
15290,8216,1404345600
15290,4503,1404345600
1073,7412,1375747200
1073,9512,1398988800
1073,638,1355270400
1073,93,1252886400
1073,1567,1303948800
1073,929,1302566400
1073,1510,1303084800
18088,4803,1369872000
18088,7635,1378771200
18088,9095,1402876800
18088,4957,1402876800
18088,8727,1384819200
18088,4994,1369872000
18088,2356,1356566400
18088,9379,1402876800
18088,8916,1402876800
18088,6007,1402876800
18088,4492,1402876800
18088,3469,1384300800
18088,4113,1367539200
18088,4222,1369785600
18088,5202,1384819200
18088,3589,1324339200
18088,5718,1363824000
4981,2797,1353024000
4981,4267,1353024000
4981,8798,1385942400
4981,418,1251676800
4981,9602,1395100800
4981,4268,1385942400
4981,4235,1353024000
5675,9499,1385251200
5675,8865,1383868800
5675,2725,1375315200
5675,9029,1382227200
5675,3833,1362009600
24646,5186,1348272000
24646,4939,1347926400
24646,4935,1347926400
7639,2252,1354406400
7639,3179,1354060800
7639,5467,1355529600
17827,4423,1375660800
17827,2270,1375660800
17827,5968,1388448000
17827,6414,1375660800
17827,7492,1388448000
17827,7140,1388448000
14066,2326,1396828800
14066,5727,1396828800
14066,3186,1285372800
14066,1601,1355875200
14066,1567,1396828800
14066,7888,1396828800
14066,2345,1396828800
14066,2022,1396828800
1043,1022,1282867200
1043,9861,1390176000
1043,8927,1393459200
1043,7146,1362787200
1043,9207,1386028800
1043,1041,1284422400
1043,4307,1342828800
1043,471,1240876800
1043,4686,1339286400
1043,3591,1334016000
1043,3589,1329782400
1043,783,1258934400
1043,1241,1284595200
1043,8769,1373932800
1043,8928,1397001600
1043,3193,1334016000
1043,91,1170028800
25378,8731,1393804800
25378,5151,1393804800
25378,6535,1393804800
25378,9605,1393804800
25378,6162,1393977600
14625,6160,1362182400
14625,1605,1293580800
14625,2505,1306281600
14625,9884,1395878400
14625,3012,1328140800
14625,3002,1330473600
13794,4164,1396137600
13794,7294,1386460800
13794,6062,1386460800
13794,1535,1386460800
18394,3137,1367366400
18394,7054,1367366400
18394,2444,1367366400
18394,7325,1367366400
941,6074,1397088000
941,677,1397692800
941,5898,1396742400
941,83,1396742400
9377,8163,1396483200
9377,959,1388620800
9377,6321,1385164800
9377,6891,1368403200
9377,9977,1402272000
9377,7337,1368403200
9377,6116,1376438400
17749,4733,1388102400
17749,10316,1401321600
17749,10222,1400198400
17749,2683,1402099200
17749,10121,1402099200
17749,3018,1371340800
17749,4601,1395619200
17749,3545,1334793600
6599,1004,1283126400
6599,4888,1363737600
6599,3345,1358121600
6599,5185,1366934400
6599,4993,1361318400
17929,2301,1359504000
17929,7310,1405036800
17929,3079,1399420800
9848,5547,1361491200
9848,1876,1361491200
9848,1888,1361491200
17101,5858,1368489600
17101,6074,1368489600
17101,7120,1402876800
17101,7578,1386806400
14887,2094,1322697600
14887,3166,1372118400
14887,7975,1372118400
14887,1668,1356480000
14887,3529,1357344000
25871,5335,1348099200
25871,5354,1384300800
25871,8711,1384300800
8715,960,1285200000
8715,3209,1366329600
8715,1496,1319760000
18871,2623,1364601600
18871,10068,1401840000
18871,10066,1401840000
18871,2754,1364601600
18871,5669,1396742400
18871,2761,1364601600
23795,10157,1401235200
23795,9348,1387497600
23795,4420,1401235200
7269,4432,1398124800
7269,654,1394064000
7269,9687,1389916800
7269,7178,1378512000
7269,6657,1394064000
7269,9820,1400198400
7269,9271,1389916800
7269,2852,1337644800
7269,2704,1337990400
7269,5153,1379289600
7269,8849,1375056000
7269,9831,1394064000
7269,8712,1394064000
7269,5680,1394409600
7269,9707,1394064000
7269,5599,1377043200
20032,8748,1383264000
20032,9480,1403222400
20032,2927,1313884800
6367,2120,1340323200
6367,3116,1340323200
6367,4371,1365120000
6367,4929,1364601600
6367,576,1389225600
6367,1850,1370822400
17621,5186,1381449600
17621,5711,1381449600
17621,4959,1381449600
17621,4649,1381449600
17621,4971,1381449600
17621,2223,1381449600
26515,8854,1387411200
26515,6120,1356048000
26515,6222,1365984000
26515,8606,1387411200
19616,4138,1374278400
19616,3168,1374192000
19616,4152,1376956800
19616,4640,1375920000
19616,9515,1395273600
19498,6031,1374710400
19498,3798,1373414400
19498,7712,1367366400
25987,7016,1391904000
25987,5465,1391904000
25987,6311,1387065600
19157,6509,1367712000
19157,6120,1357257600
19157,7683,1367712000
19157,2704,1357257600
23181,4939,1379116800
23181,4811,1366588800
23181,5455,1356739200
23181,4147,1376524800
23181,9144,1394841600
23181,4962,1366588800
23181,5055,1365638400
23181,5785,1380412800
23181,7766,1376524800
23181,5903,1376524800
23181,6058,1373155200
23181,4938,1376524800
23181,9372,1394841600
23181,9078,1394841600
23181,6162,1373155200
23181,5513,1379116800
20566,6162,1377734400
20566,6633,1383350400
20566,6786,1391558400
20566,5965,1364601600
20566,6843,1360972800
20566,6683,1359331200
20566,5894,1393113600
20566,6760,1399939200
21383,4447,1363392000
21383,6415,1363392000
21383,4001,1363392000
21383,9302,1392336000
21383,3687,1363392000
15582,7882,1373241600
15582,6751,1368835200
15582,3045,1351209600
15582,2920,1315526400
15582,2875,1313452800
15582,6785,1352160000
15582,4715,1336176000
15582,8163,1373068800
15582,5970,1372464000
15582,9092,1383004800
15582,2142,1304985600
15582,8768,1377734400
15582,4962,1367020800
15582,8045,1367280000
15582,3512,1329523200
15582,5530,1352505600
15582,7787,1373068800
15582,7804,1374278400
15582,2653,1325980800
27801,10334,1400198400
27801,10365,1404691200
27801,9811,1403740800
27801,10299,1400889600
27801,10204,1403740800
27801,10372,1401667200
27801,10391,1401667200
27801,10238,1398556800
27801,10406,1404691200
27801,10043,1400457600
27801,10208,1398643200
27801,10133,1400198400
27801,10319,1400457600
27801,9345,1403481600
27801,10270,1398988800
27801,10242,1398556800
27801,10047,1398643200
27801,10314,1400457600
27801,10298,1398556800
27801,10294,1400457600
27801,10077,1402790400
27801,10046,1397520000
27801,10392,1402790400
27801,10182,1398556800
27801,9533,1402012800
27801,10282,1401235200
27801,10301,1398556800
27801,10126,1398988800
3723,4832,1343779200
3723,3171,1346716800
3723,326,1342656000
3723,9435,1393804800
1272,6120,1374192000
1272,3342,1373587200
1272,2027,1373587200
1272,2083,1373587200
1272,105,1373587200
1272,9466,1398902400
1272,3629,1374192000
1272,1992,1374192000
3455,6738,1370131200
3455,8047,1377129600
3455,4618,1381622400
3455,7765,1370131200
3455,641,1364774400
3510,5278,1396915200
3510,4902,1404604800
3510,1577,1397606400
3510,3092,1396051200
3510,2148,1396915200
3510,314,1396051200
16681,6457,1380067200
16681,4550,1380067200
16681,2013,1380067200
16681,5602,1361491200
2929,9880,1396051200
2929,4447,1351641600
2929,7292,1382400000
27604,9245,1391817600
27604,8126,1371081600
27604,8673,1383264000
21779,7197,1389398400
21779,4640,1397692800
21779,5315,1388361600
6751,9033,1390262400
6751,8313,1395878400
6751,7972,1391472000
6751,9788,1391472000
6751,8513,1391558400
6751,5858,1391472000
6751,5335,1390262400
6751,7000,1393632000
6751,8666,1391472000
6751,7849,1391472000
6751,598,1390262400
6751,7879,1391472000
6751,7970,1391472000
9678,8321,1401753600
9678,997,1297123200
9678,8322,1394496000
25584,5966,1378339200
25584,5563,1378339200
25584,5845,1378339200
15702,10303,1402272000
15702,3374,1327363200
15702,8992,1390348800
15702,8063,1375056000
15702,7570,1383782400
15702,8113,1371168000
15702,4220,1356480000
15702,2946,1344297600
15702,7974,1377475200
15702,4977,1344297600
15702,1821,1355356800
15702,2160,1318809600
15702,7589,1371168000
15702,2992,1367366400
10765,3691,1355616000
10765,1577,1397260800
10765,2045,1397260800
10765,9192,1397260800
10765,5552,1397260800
10765,4928,1397260800
10765,8447,1397260800
10765,1806,1397260800
10765,4675,1397260800
10765,1145,1355616000
10765,5012,1397260800
2701,250,1380499200
2701,1663,1380499200
2701,601,1356566400
2701,1515,1356566400
2701,4296,1356566400
10014,2638,1338940800
10014,1052,1326499200
10014,2650,1340150400
10014,3610,1393459200
10014,3168,1359331200
10014,1577,1359331200
10014,5682,1393459200
10014,2283,1364515200
10014,9855,1397174400
2139,344,1228176000
2139,430,1387584000
2139,973,1365292800
3124,9628,1388966400
3124,8854,1386547200
3124,10395,1403481600
3124,9716,1387411200
3124,9916,1390348800
3124,9459,1396051200
3124,3401,1345334400
3124,10324,1402790400
3124,8306,1368748800
3124,8959,1393977600
3124,7479,1359504000
3124,10235,1401235200
3124,7540,1362700800
3124,10226,1401580800
3124,4219,1344470400
3124,7885,1386201600
3124,10358,1405900800
3124,7180,1355702400
3124,8320,1380931200
3124,10256,1401580800
3124,455,1234569600
3124,10118,1400544000
3124,9998,1383264000
3124,10039,1393804800
3124,10096,1401408000
3124,9325,1386028800
3124,7761,1371513600
3124,8449,1373155200
3124,8599,1381795200
3124,6711,1389484800
3124,2949,1340496000
3124,8199,1371340800
3124,5610,1390867200
3124,7408,1359590400
3124,10002,1393113600
3124,9869,1394755200
3124,3039,1385510400
3124,2498,1345593600
3124,8688,1385683200
3124,10131,1403481600
3124,9948,1393891200
3124,8862,1385164800
3124,9914,1391040000
3124,9804,1394409600
3124,9927,1392336000
3124,9908,1392076800
3124,6756,1357430400
3124,9990,1393113600
3124,6684,1357948800
3124,8868,1380672000
3124,9832,1390003200
3124,2448,1375660800
3124,253,1377561600
3124,10063,1402617600
3124,10155,1398816000
3124,8879,1384128000
3124,9483,1399507200
3124,4243,1345939200
3124,6322,1381795200
3124,9554,1391385600
3124,10345,1402272000
3124,7913,1365984000
3124,10156,1399507200
3124,9955,1403308800
3124,10274,1401408000
3124,8611,1381449600
3124,9657,1391385600
3124,9824,1394928000
3124,9082,1383609600
3124,1010,1346371200
3124,5829,1377475200
3124,5909,1403308800
3124,4979,1358812800
3124,5898,1353974400
3124,8435,1373155200
3124,9711,1386892800
3124,10081,1400198400
3124,10200,1400889600
3124,5718,1355356800
3124,8698,1395273600
3124,9726,1390694400
3124,8459,1371168000
3124,10356,1405641600
3124,10102,1401926400
3124,7420,1358467200
3124,7378,1371859200
3124,5778,1373328000
3124,2172,1301529600
3124,4173,1340409600
3124,8812,1381104000
3124,10364,1402617600
3124,9996,1397088000
3124,3148,1328054400
3124,9952,1396915200
3124,10352,1401062400
3124,8838,1382918400
3124,10269,1400716800
3124,10025,1398816000
3124,7994,1392249600
3124,10259,1400544000
3124,9207,1389139200
3124,10402,1404777600
3124,9595,1403308800
3124,6991,1400371200
3124,5915,1352246400
3124,9975,1392768000
3124,9941,1405209600
3124,8912,1400198400
3124,7954,1365292800
3124,9656,1391558400
3124,5908,1397260800
3124,9993,1396224000
7159,1069,1335225600
7159,2901,1329350400
7159,6635,1389398400
7159,2612,1311465600
7159,6823,1365120000
7159,5446,1347840000
7159,4825,1376352000
7159,5043,1368057600
7159,646,1329350400
7159,5099,1342656000
3960,828,1395792000
3960,2103,1392422400
3960,3148,1380672000
3960,341,1392422400
3960,2273,1392422400
240,6262,1373932800
240,6466,1364947200
240,5180,1355184000
240,5705,1355184000
18312,5773,1378944000
18312,3878,1374192000
18312,6823,1360281600
18312,2415,1374192000
367,2457,1365638400
367,29,1365897600
367,1134,1365897600
13485,3917,1379635200
13485,3694,1379635200
13485,3412,1379635200
20271,9327,1385337600
20271,9903,1405382400
20271,3259,1324944000
20271,6494,1356393600
20271,8851,1384387200
20271,6026,1356307200
20271,5376,1361318400
20271,7748,1387152000
20271,2994,1320019200
20271,9411,1387152000
20271,4512,1340064000
5632,9055,1380326400
5632,10136,1402531200
5632,9933,1392768000
5632,10373,1400716800
5632,10313,1403827200
5632,10393,1402531200
5632,10056,1401580800
5632,7994,1390694400
5632,10269,1398902400
5632,9940,1394496000
5632,9948,1392508800
5632,9119,1386979200
5632,8938,1375228800
5632,9525,1384819200
5632,10217,1405209600
5632,6076,1386374400
5632,9636,1387670400
5632,10014,1393372800
5632,4861,1396051200
5632,9851,1386979200
5632,7411,1383523200
5632,7504,1388793600
5632,10418,1404518400
5632,9952,1397865600
5632,7135,1360713600
5632,5345,1372204800
5632,7885,1384732800
5632,4167,1361318400
5632,10357,1403568000
5632,9342,1380326400
5632,9530,1386460800
5632,9879,1397174400
5632,8454,1396051200
5632,9254,1386028800
5632,10226,1399939200
5632,9158,1383264000
5632,9292,1391731200
5632,9472,1390953600
5632,10155,1397174400
5632,9853,1395705600
5632,3123,1384473600
5632,10385,1403222400
5632,9500,1385078400
5632,10267,1398556800
5632,9044,1378252800
5632,10096,1400025600
5632,10166,1397952000
5632,8879,1394841600
5632,9557,1385424000
5632,10364,1401667200
5632,8927,1397347200
5632,9726,1387843200
5632,8854,1385164800
5632,9281,1383264000
5632,10326,1399075200
5632,9544,1389052800
5632,10211,1397779200
5632,10322,1400716800
5632,10392,1402704000
5632,9558,1390089600
5632,9459,1394496000
5632,10395,1402099200
5632,10394,1402272000
5632,8912,1393632000
5632,9876,1395964800
5632,6627,1380067200
5632,10384,1402444800
5632,9918,1389225600
5632,9059,1387238400
5632,9716,1386633600
5632,10295,1402099200
5632,9275,1389052800
5632,6956,1383177600
5632,10114,1401580800
5632,10095,1394755200
5632,10002,1391126400
5632,9072,1399766400
5632,9775,1389657600
5632,6322,1379548800
5632,9970,1397001600
5632,10218,1403913600
5632,9904,1393027200
5632,9997,1395014400
5632,9117,1387843200
5632,10152,1396569600
5632,10277,1400889600
5632,9921,1392768000
5632,8319,1380326400
5632,9485,1385424000
5632,8054,1374451200
5632,10346,1402358400
5632,6784,1357516800
5632,10156,1397952000
5632,10117,1402444800
5632,9772,1392422400
5632,4881,1359676800
5632,9475,1388966400
5632,4928,1360886400
5632,8926,1395705600
5632,9789,1389398400
5632,9955,1395705600
5632,10286,1399593600
5632,497,1357862400
5632,10259,1398988800
5632,9956,1392768000
5632,10275,1400889600
5632,9077,1379548800
5632,5853,1399161600
5632,9595,1386633600
5632,10175,1396915200
5632,6521,1385769600
5632,3157,1386720000
5632,10044,1393459200
5632,9490,1389830400
5632,10006,1396396800
5632,9255,1385856000
5632,10225,1399766400
5632,8332,1393372800
5632,8934,1389571200
5632,9978,1392681600
5632,10398,1404518400
5632,9919,1398384000
26686,6899,1376265600
26686,8834,1379462400
26686,6652,1381190400
26686,6068,1384128000
26686,7317,1381190400
26686,7219,1381190400
26686,6372,1381190400
15165,3258,1369440000
15165,1707,1369440000
15165,5454,1352764800
7223,4722,1341187200
7223,9602,1401408000
7223,654,1340668800
7223,4933,1343174400
1854,4841,1346025600
1854,4709,1349136000
1854,2991,1320019200
1854,8211,1370217600
1854,8163,1370217600
1854,5727,1370217600
11219,6912,1360540800
11219,6159,1360368000
11219,1480,1360368000
11219,2825,1360368000
11219,3408,1360713600
11219,2083,1360368000
11219,3341,1360368000
11219,2824,1360368000
11219,1186,1360368000
11219,9276,1360368000
11219,1628,1360368000
11219,4129,1360368000
11219,1308,1360368000
11219,4362,1360540800
11219,3349,1360368000
11219,1265,1360368000
11219,1342,1360368000
12037,2045,1362614400
12037,1282,1362614400
12037,2002,1362614400
12037,3726,1362614400
12037,5145,1362614400
12037,1331,1362614400
12037,2050,1362614400
12037,2049,1362614400
12037,2046,1362614400
9468,7485,1400198400
9468,5602,1356307200
9468,6213,1356307200
13379,8420,1374364800
13379,2351,1304208000
13379,9083,1404259200
13379,9507,1390694400
13379,10032,1396051200
13379,1510,1288224000
13379,10375,1404864000
13379,1864,1377129600
13379,9411,1385683200
13379,1641,1290643200
13379,8296,1379980800
13379,2953,1325894400
13379,9847,1394755200
13379,7296,1368403200
13379,3309,1363564800
13379,2994,1342224000
13379,2984,1316563200
8191,10060,1401753600
8191,5089,1363046400
8191,4365,1362960000
8191,3341,1348012800
8191,4929,1347840000
8191,822,1277856000
8191,5538,1360540800
8191,1164,1347840000
8191,7715,1388102400
8191,2160,1350864000
8191,5769,1377734400
8191,793,1291161600
19408,2778,1367107200
19408,9448,1404172800
19408,9762,1402617600
1494,4432,1366588800
1494,6728,1372723200
1494,6657,1372723200
20688,5185,1395446400
20688,3120,1365724800
20688,8759,1395446400
27597,9305,1385337600
27597,8525,1388188800
27597,8933,1385337600
27597,7922,1385337600
27597,8803,1388102400
27597,7942,1385337600
14315,4362,1391299200
14315,5319,1398556800
14315,5067,1398556800
14315,8055,1398556800
14315,1577,1391299200
15017,1800,1362960000
15017,5527,1386720000
15017,2057,1367366400
15017,1697,1361664000
15017,6252,1386720000
15017,5870,1386720000
15017,5234,1362960000
15017,7152,1386720000
26988,6462,1388793600
26988,6589,1388793600
26988,8186,1388793600
26988,6631,1389225600
13438,9192,1394409600
13438,8588,1394409600
13438,3295,1393545600
13438,3892,1374710400
12410,6075,1377475200
12410,1341,1357257600
12410,4385,1354406400
12410,4311,1368662400
2240,650,1322438400
2240,1726,1371340800
2240,222,1322438400
2240,2066,1311033600
17022,9445,1402099200
17022,2532,1323993600
17022,5912,1377648000
17022,5185,1354147200
17022,8762,1397606400
17022,6807,1382313600
4489,2025,1359158400
4489,3704,1358294400
4489,4506,1373328000
4489,5957,1359763200
4489,2448,1374364800
4489,5100,1359936000
4489,3345,1359936000
4489,5361,1359158400
4489,3718,1359244800
4489,4610,1359763200
4489,1557,1358294400
4489,3510,1359158400
4489,359,1374364800
4489,3917,1359244800
4489,3197,1373328000
4489,4231,1358294400
4489,7224,1373328000
4489,5212,1359936000
4489,6590,1373328000
4489,6786,1359763200
4489,2050,1359763200
4489,7200,1359763200
4489,2684,1358294400
4489,5584,1359158400
4489,5858,1359763200
4489,2638,1359158400
4489,1979,1358294400
4489,4972,1359763200
4489,6062,1359763200
4489,1480,1359158400
4489,4088,1359936000
6545,3327,1395532800
6545,5620,1402790400
6545,4178,1395532800
6545,3783,1395532800
13458,1479,1366934400
13458,3157,1376524800
13458,7146,1372032000
13458,7101,1364947200
16139,1919,1355875200
16139,5478,1363651200
16139,6020,1363651200
684,287,1191888000
684,5562,1384300800
684,90,1118620800
684,1867,1320969600
684,58,1107043200
14759,2547,1362614400
14759,1635,1295136000
14759,8807,1401580800
14759,8691,1401580800
14759,2142,1401580800
23818,4701,1348012800
23818,9366,1399507200
23818,5045,1348012800
23818,9455,1404864000
23818,10142,1405382400
23818,7787,1383264000
4454,2855,1339113600
4454,6679,1381449600
4454,8208,1381449600
4454,4935,1360195200
4454,351,1339113600
4454,1339,1360195200
4454,7925,1381449600
4454,8060,1381449600
20918,10244,1405468800
20918,7868,1369699200
20918,7891,1390435200
20918,5970,1370131200
20918,8865,1389139200
20918,8371,1388707200
20918,7946,1388707200
20918,3387,1327536000
20918,9698,1404000000
20918,6888,1362528000
20918,10241,1405814400
20918,7822,1369612800
20918,6838,1363219200
20918,6280,1372896000
1701,3782,1360540800
1701,4377,1360540800
1701,3398,1360540800
1701,4713,1360540800
1701,170,1360540800
1701,5269,1359244800
1701,5939,1360627200
1701,5457,1360540800
25732,6151,1370304000
25732,9852,1402358400
25732,5303,1370304000
25732,9935,1402099200
25732,5999,1370304000
3644,3629,1398729600
3644,850,1366329600
3644,9450,1395187200
3644,6721,1365206400
3644,9602,1398729600
5709,10020,1402531200
5709,4935,1352764800
5709,8663,1390262400
5709,2625,1318896000
5709,4420,1359504000
5709,5113,1341792000
5709,7434,1365465600
5709,3262,1318377600
2778,2547,1354492800
2778,3079,1381276800
2778,7891,1387238400
19213,6660,1383696000
19213,6100,1358294400
19213,3518,1366761600
19213,6671,1386547200
19213,5962,1358294400
19213,3274,1358294400
19213,2716,1371427200
19213,2940,1371427200
2754,5844,1364428800
2754,5210,1350000000
2754,250,1364947200
2754,2840,1365379200
2754,8112,1382486400
2754,2452,1365379200
2754,5938,1382486400
25725,5300,1393200000
25725,7224,1378252800
25725,5760,1398124800
25725,8221,1378166400
6903,6101,1366070400
6903,8320,1375833600
6903,6998,1375488000
6903,9726,1390694400
6903,2582,1364860800
6903,7540,1367366400
6903,7632,1383350400
6903,9485,1387843200
6903,6956,1387152000
6903,9307,1383091200
6903,9207,1387152000
6903,9044,1377993600
6903,9114,1379462400
6903,10211,1399334400
6903,7411,1383004800
6903,9055,1380672000
6903,7676,1380240000
6903,8599,1380672000
6903,9281,1387497600
6903,8548,1374969600
6903,9077,1379894400
6903,9049,1379376000
6903,8985,1380758400
6903,9342,1380240000
6903,9922,1389916800
6903,8854,1387843200
6903,9082,1381795200
6903,9636,1387670400
6903,8660,1378339200
6903,8818,1382313600
6903,8619,1377820800
6903,9547,1387584000
6903,9309,1383004800
6903,9158,1387152000
6903,9694,1389916800
6903,8319,1380672000
6903,9910,1396742400
6903,9576,1396828800
6903,9525,1387670400
6903,8653,1377820800
6903,9557,1387584000
6903,9561,1397001600
6903,8979,1377820800
6903,8611,1380672000
6903,10176,1396310400
6903,8343,1370044800
6903,9165,1379289600
6903,10267,1399334400
6903,9544,1389916800
10173,4221,1376438400
10173,1069,1378080000
10173,2223,1378080000
10173,8290,1378080000
14,2,1380240000
14,11,1399507200
14,14,1397174400
14,15,1402358400
26549,6004,1361059200
26549,5977,1357344000
26549,5998,1360540800
26549,7296,1366761600
26549,6964,1357344000
26549,5999,1357344000
26549,6198,1357344000
26549,5990,1361059200
26549,5957,1357344000
26549,9413,1382486400
26549,6000,1360540800
493,5113,1343952000
493,40,1094601600
493,4939,1355702400
493,5441,1342396800
2007,2254,1322438400
2007,4220,1389657600
2007,196,1268956800
2007,1706,1304294400
2007,4131,1356825600
6717,596,1298160000
6717,5637,1361577600
6717,3598,1370044800
6717,1212,1347840000
19075,8525,1389312000
19075,8324,1389312000
19075,2668,1386547200
19075,4363,1365033600
19075,8398,1386547200
19075,4112,1380844800
20827,3157,1383091200
20827,7891,1383091200
20827,7927,1383091200
23623,5549,1355961600
23623,6863,1355961600
23623,4367,1355961600
23686,8134,1404432000
23686,7852,1387065600
23686,9656,1389744000
23686,8113,1388275200
23686,8613,1404345600
23686,5364,1371945600
23686,9620,1389744000
23686,8943,1403913600
14316,1678,1366848000
14316,1577,1366848000
14316,3102,1376611200
14316,2824,1362096000
11316,1491,1396915200
11316,1335,1396915200
11316,3341,1346371200
11316,1197,1346371200
11316,9509,1398729600
10606,1322,1355270400
10606,1127,1355270400
10606,3656,1352678400
10606,1938,1355270400
10606,9741,1401926400
13714,6947,1375056000
13714,7837,1375142400
13714,2834,1360713600
13714,2547,1375056000
13714,6088,1361750400
13714,1517,1360713600
13714,8130,1375833600
7074,638,1356134400
7074,7926,1367712000
7074,647,1364947200
7074,3648,1344038400
7074,8080,1371600000
7074,2552,1342656000
7074,6738,1368748800
7074,4080,1368748800
7074,7407,1368748800
7074,3254,1347667200
7074,4406,1362960000
